253.8007144386478, 205.74904956257632
192.19146316256902, 189.84040398952354
101.8052090273967, 186.6293871971084
96.3922524792543, 195.63728241266284
268.774385586966, 196.96949843154673
186.3926912319906, 173.73417407730057
207.26339810191052, 211.5178427468343
133.2150101689043, 195.540116923726
206.79761439907935, 226.24060997046308
230.47474205154347, 225.9771462317735
185.4313836840055, 149.02966090281762
209.3409599681674, 170.3108345696355
238.57176112159542, 215.17182754203554
241.54795568328203, 197.99485458388244
181.31035399455084, 169.97704597110197
232.30243654657477, 204.83903137590707
293.563032583863, 185.61653259042606
160.5147851869881, 171.28711066814864
182.16017764977022, 143.47422572582593
269.28243306156253, 166.35947694970812
246.20702925049972, 217.57791744801656
202.40502725413194, 185.76438416641378
276.1285616552665, 193.05648862429777
198.23667153233677, 231.61218071501037
214.81560195037397, 149.4992134561049
120.51969902843304, 159.60093284142198
233.99744915727223, 178.7024975384524
178.0027651434484, 222.0993279341215
253.94169408780994, 209.34399981816298
218.45131715552327, 193.6452964213226
214.0356240554692, 189.0470846944236
204.4506103855619, 219.44529905222424
188.784277280818, 180.02196011874275
200.58374631186905, 197.11062856615598
140.55287229627163, 203.67157871666544
199.36840393648808, 218.16668991438877
213.18436607587495, 203.29368499040118
150.55336472604472, 247.14781241177073
262.37148087740087, 162.58194032795566
250.79773937867364, 208.4833685227923
194.27555140498956, 208.0618488340499
183.70013775590934, 204.29255924420553
154.47966168751168, 204.39670909044034
161.90288778205615, 184.99107704483927
245.35508518547113, 169.32689050631745
262.1450771219892, 200.5730773204171
262.5785714305676, 205.04454878061952
166.40137068709095, 196.10417406854882
198.4037537212153, 208.98985967428095
262.54687273226557, 219.01623732728163
